name,category,year,courseid,credit,duration,schedule,current_students,total_students,note
고급파이썬프로그래밍,이중(부)전공,2,V41010101,3,3,금 4 5 6 ( ),60,55,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
고급파이썬프로그래밍,이중(부)전공,2,V41010102,3,3,금 1 2 3 ( ),52,55,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
고급파이썬프로그래밍,이중(부)전공,2,V41010103,3,3,수 1 2 3 ( ),59,55,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
컴퓨터수학,이중(부)전공,2,V41002201,3,3,월 1 2 3 ( ),52,50,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
컴퓨터수학,이중(부)전공,2,V41002202,3,3,금 1 2 3 ( ),59,50,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
컴퓨터수학,이중(부)전공,2,V41002203,3,3,금 7 8 9 ( ),60,50,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
언어와논리,이중(부)전공,2,V41003201,3,3,화 4 5 6 (3306),37,35,"대면, AI융합전공 이중전공생만 수강(기존 언어와공학 포함)"
컴퓨터와언어학,이중(부)전공,3,J05002201,3,3,수 4 5 6 (3401),37,35,"대면, AI융합전공(Language&AI 트랙) 및 기존 언어와공학 이중전공생만 수강, 이번학기에 한해서 ELLT학과, 영어학과, 영어학부 교차수강 가능"
언어와데이터베이스,이중(부)전공,4,J05402201,3,3,목 7 8 9 (1503),22,30,"대면, AI융합전공(Language&AI 트랙) 및 기존 언어와공학 이중전공생만 수강"
공학설계,이중(부)전공,2,V41011101,3,3,금 1 2 3 ( ),12,60,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
컴퓨터논리개론,이중(부)전공,2,T07201201,3,3,화 4 5 6 ( ),91,90,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
데이터사이언스,이중(부)전공,3,V41007201,3,3,화 10 11 12 ( ),31,60,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
알고리즘,이중(부)전공,3,V41008201,3,3,월 7 8 9 ( ),70,71,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
운영체제,이중(부)전공,3,V41009201,3,3,화 7 8 9 ( ),69,80,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
웹프로그래밍,이중(부)전공,4,T02253601,3,3,수 4 5 6 ( ),37,60,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
인공지능,이중(부)전공,4,V41020101,3,3,목 10 11 12 ( ),23,60,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
종합설계,이중(부)전공,4,T07403201,3,3,수 10 11 12 ( ),47,60,"비대면(학기 전체), 타학년은 수강신청 전체날에만 신청 가능, 타전공은 개강 이후 정정기간에만 신청 가능"
러시아.투르크.몽골의민족과종교,인문학공통,1,J11004101,2,2,월 7 8 (3409),27,30,"Team Teaching, 대면"
러시아.투르크.몽골의인문지리와사회,인문학공통,1,J11003101,2,2,월 5 6 (1404),33,30,"Team Teaching, 대면"
서양문학과대중문화,인문학공통,1,J11002101,2,2,목 7 8 (2105),11,30,대면
유럽근현대사,인문학공통,1,J11001101,2,2,월 7 8 (3207),23,30,대면
이슬람사상의이해(1),인문학공통,1,J11010101,3,3,목 7 8 9 (3404),16,20,대면
인도.동남아시아언어와사회,인문학공통,1,J11006101,2,2,월 5 6 (1601),35,40,"Team Teaching, 대면"
인도.동남아시아역사와지리,인문학공통,1,J11007101,2,2,월 3 4 (3503),11,40,"Team Teaching, 대면"
중남미역사와사상(1),인문학공통,1,J11005101,3,3,화 4 5 6 ( ),9,60,"Team Teaching, 비대면(학기 전체)"
중남미역사와사상(1),인문학공통,1,J11005102,3,3,화 7 8 9 ( ),13,60,"Team Teaching, 비대면(학기 전체)"
중남미역사와사상(1),인문학공통,1,J11005103,3,3,목 4 5 6 ( ),22,60,"Team Teaching, 비대면(학기 전체)"
중동의사회와문화(1),인문학공통,1,J11009101,3,3,목 1 2 3 (2502),8,20,대면
Discussion & Debate (1),전공,1,A01699101,2,2,목 3 4 (1608),32,21,"원어, 대면, 영어주제토론입문(1), Speaking in Context(1)과 동일과목"
Discussion & Debate (1),전공,1,A01699102,2,2,금 1 2 (1304),24,20,"원어, 대면, 영어주제토론입문(1), Speaking in Context(1)과 동일과목"
English for International Conferences,전공,1,A01705201,2,2,월 7 8 (2507),29,30,"원어, 대면"
English for International Conferences,전공,1,A01705202,2,2,월 9 10 (2507),13,30,"원어, 대면"
Foundations of Interpreting and Translation (1),전공,1,A01697101,2,2,수 3 4 (2201),26,20,"대면, 텍스트분석및번역입문(1), 통번역학개론(1)과 동일과목, 영어통번역학과생만 전필"
Foundations of Interpreting and Translation (1),전공,1,A01697102,2,2,수 5 6 (2201),32,20,"대면, 텍스트분석및번역입문(1), 통번역학개론(1)과 동일과목, 영어통번역학과생만 전필"
Foundations of Interpreting and Translation (1),전공,1,A01697103,2,2,화 5 6 (1204),18,20,"원어, 대면, 텍스트분석및번역입문(1), 통번역학개론(1)과 동일과목, 영어통번역학과생만 전필"
Foundations of Interpreting and Translation (1),전공,1,A01697104,2,2,월 7 8 (3509),22,20,"원어, 대면, 텍스트분석및번역입문(1), 통번역학개론(1)과 동일과목, 영어통번역학과생만 전필, 영어대교류"
Presenting in English (1),전공,1,A01698101,2,2,금 3 4 (1504),19,20,"원어, 대면, 영어프레젠테이션입문(1), Rhetoric&Debate(1)과 동일과목"
Presenting in English (1),전공,1,A01698102,2,2,금 5 6 (1504),23,20,"원어, 대면, 영어프레젠테이션입문(1), Rhetoric&Debate(1)과 동일과목"
Prose & Paragraphs,전공,1,A01700101,2,2,화 7 8 (2208),23,20,"원어, 대면, 영어글쓰기입문(1), Culture&Writing(1)과 동일과목, 해외경험 2년이상 학생 수강제한"
Prose & Paragraphs,전공,1,A01700102,2,2,수 7 8 (3502),27,20,"원어, 대면, 영어글쓰기입문(1), Culture&Writing(1)과 동일과목, 해외경험 2년이상 학생 수강제한"
Computer-aided Translation (1),전공,2,A01278101,2,2,월 3 4 (0117),36,30,대면
English for Negotiations (1),전공,2,A01707101,2,2,월 1 2 (01202),11,20,"원어, 대면"
English for Negotiations (1),전공,2,A01707102,2,2,목 5 6 (1608),26,21,"원어, 대면"
English-Korean Translation (1),전공,2,A01253201,2,2,월 5 6 (1504),28,30,"원어, 대면, 영한번역입문(1)과 동일과목, 영어통번역학과생만 전필"
English-Korean Translation (1),전공,2,A01253202,2,2,월 3 4 (2408),31,30,"대면, 영한번역입문(1)과 동일과목, 영어통번역학과생만 전필, 영어대교류"
English-Korean Translation (1),전공,2,A01253203,2,2,화 3 4 (2408),20,30,"대면, 영한번역입문(1)과 동일과목, 영어통번역학과생만 전필"
Korean-English Translation (1),전공,2,A01503201,2,2,화 1 2 (1407),9,30,"원어, 대면, 한영번역입문(1), 한영번역기초(1)와 동일과목, 영어통번역학과생만 전필, 영어대교류"
Korean-English Translation (1),전공,2,A01503202,2,2,화 5 6 (2208),19,30,"원어, 대면, 한영번역입문(1), 한영번역기초(1)와 동일과목, 영어통번역학과생만 전필"
Language Resources and Interpreting Practice (1),전공,2,A01513501,2,2,화 3 4 (01202),20,20,"대면, 영한순차통역(1), English-Korean Consecutive Interpreting(1)과 동일과목, 영어통번역학과생만 전필"
Language Resources and Interpreting Practice (1),전공,2,A01513502,2,2,목 1 2 (3504),21,20,"대면, 영한순차통역(1), English-Korean Consecutive Interpreting(1)과 동일과목, 영어통번역학과생만 전필, 영어대교류"
Language Resources and Interpreting Practice (1),전공,2,A01513503,2,2,목 3 4 (3504),18,20,"대면, 영한순차통역(1), English-Korean Consecutive Interpreting(1)과 동일과목, 영어통번역학과생만 전필"
Translating Korean Games and Webtoons (1),전공,2,A01515101,2,2,월 3 4 (3506),21,30,대면
Translating Korean Games and Webtoons (1),전공,2,A01515102,2,2,월 5 6 (3506),21,30,대면
Translation Theory & Practice (1),전공,2,A01336101,2,2,수 7 8 (1507),31,30,"대면, 영어번역이론및실제(1)과 동일과목, 영어통번역학과생만 전필"
Translation Theory & Practice (1),전공,2,A01336102,2,2,목 3 4 (3501),27,30,"대면, 영어번역이론및실제(1)과 동일과목, 영어통번역학과생만 전필, 영어대교류"
Translation Theory & Practice (1),전공,2,A01336103,2,2,금 5 6 (3507),14,30,"대면, 영어번역이론및실제(1)과 동일과목, 영어통번역학과생만 전필"
Advanced English-Korean Consecutive Interpreting(1),전공,3,A01724101,2,2,월 7 8 (1408),11,20,"원어, 대면, 영한순차통역심화(1)과 동일과목"
Advanced English-Korean Consecutive Interpreting(1),전공,3,A01724102,2,2,목 1 2 (3302),8,20,"원어, 대면, 영한순차통역심화(1)과 동일과목, 영어대교류"
Advanced English-Korean Translation (1),전공,3,A01725101,2,2,화 7 8 (3506),25,30,"대면, 정치경제번역(1)과 동일과목"
Advanced English-Korean Translation (1),전공,3,A01725102,2,2,화 9 10 (3506),11,30,"대면, 정치경제번역(1)과 동일과목"
Advanced English-Korean Translation (1),전공,3,A01725103,2,2,수 1 2 (3508),18,30,"대면, 정치경제번역(1)과 동일과목, 영어대교류"
Culture & Language,전공,3,A01713101,2,2,수 9 10 (1504),11,30,"원어, 대면, 문화와언어와 동일과목, 영어대교류"
Culture & Language,전공,3,A01713102,2,2,금 7 8 (1504),9,30,"원어, 대면, 문화와언어와 동일과목"
Culture & Media Translation (1),전공,3,A01711101,2,2,금 1 2 (2208),14,30,"원어, 대면, 문화미디어번역(1)과 동일과목, 영어대교류"
Culture & Media Translation (1),전공,3,A01711102,2,2,금 3 4 (2208),18,30,"원어, 대면, 문화미디어번역(1)과 동일과목"
Issues in International Relations (1),전공,3,A01717101,2,2,화 7 8 (1502),19,30,"원어, 대면, 영미권국제관계의이해(1)과 동일과목"
Issues in International Relations (1),전공,3,A01717102,2,2,화 9 10 (1502),8,30,"원어, 대면, 영미권국제관계의이해(1)과 동일과목, 영어대교류"
Korean-English Consecutive Interpreting (1),전공,3,A01723101,2,2,화 1 2 (3504),16,20,"대면, 한영순차통역(1)과 동일과목, 영어통번역학과생만 전필, 영어대교류"
Korean-English Consecutive Interpreting (1),전공,3,A01723102,2,2,화 3 4 (3504),14,20,"대면, 한영순차통역(1)과 동일과목, 영어통번역학과생만 전필"
Literary Translation (1),전공,3,A01709101,2,2,수 5 6 (3406),30,30,"대면, 문학번역(1)과 동일과목"
Literary Translation (1),전공,3,A01709102,2,2,수 7 8 (3406),29,30,"대면, 문학번역(1)과 동일과목, 영어대교류"
Translation in Cultural Contexts (1),전공,3,A01727301,2,2,월 5 6 (2408),32,30,"대면, 한영순차통역심화(1), Advanced Korean-English Consecutive Interpreting(1)과 동일과목, 영어대교류"
Understanding Story Structures for Translation,전공,3,A01715201,2,2,화 3 4 (1404),25,30,"원어, 대면, 번역을위한이야기구조이해(1)과 동일과목, 영어대교류"
Machine Translation Post-editing (MTPE) (1),전공,4,A01338101,2,2,월 7 8 (1502),30,30,대면
Advanced English Reading for Translation (1),전공,4,A01730201,2,2,월 1 2 (1502),14,30,"원어, 대면, 번역을위한고급영어강독(1)과 동일과목, 영어대교류"
Advanced English Reading for Translation (1),전공,4,A01730202,2,2,월 3 4 (1502),22,30,"원어, 대면, 번역을위한고급영어강독(1)과 동일과목"
English Translation in Business and Finance (1),전공,4,A01519101,2,2,금 3 4 (1406),20,30,대면
English Translation in Business and Finance (1),전공,4,A01519102,2,2,금 5 6 (1406),10,30,대면
T & I Practicum (1),전공,4,A01728301,2,2,목 7 8 (2203),20,20,"대면, Specialized Consecutive Interpreting(1)과 동일과목, 4학년 수강, 전문대학원 입시준비반, P/F 성적산정, 교류/이중(부) 모두 수강불가"
Translation Studies Capstone Design,전공,4,A01729401,3,3,수 4 5 6 (0329),30,30,"대면, 번역학캡스톤디자인(1)과 동일과목, P/F 성적산정"
Discussion & Debate (1),이중(부)전공,2,A01699103,2,2,금 3 4 (1302),27,31,"원어, 대면, 영어주제토론입문(1), Speaking in Context(1)과 동일과목, 1전공자수강금지"
Discussion & Debate (1),이중(부)전공,2,A01699104,2,2,금 7 8 (3407),28,30,"원어, 대면, 영어주제토론입문(1), Speaking in Context(1)과 동일과목, 1전공자수강금지"
Foundations of Interpreting and Translation (1),이중(부)전공,2,A01697105,2,2,화 5 6 (2509),20,30,"대면, 텍스트분석및번역입문(1), 통번역학개론(1)과 동일과목, 1전공자수강금지"
Foundations of Interpreting and Translation (1),이중(부)전공,2,A01697106,2,2,화 1 2 (2403),16,30,"대면, 텍스트분석및번역입문(1), 통번역학개론(1)과 동일과목, 1전공자수강금지, 영어대교류(이중)"
Foundations of Interpreting and Translation (1),이중(부)전공,2,A01697107,2,2,월 5 6 (3509),30,30,"대면, 텍스트분석및번역입문(1), 통번역학개론(1)과 동일과목, 1전공자수강금지"
Presenting in English (1),이중(부)전공,2,A01698103,2,2,수 7 8 (1504),27,30,"원어, 대면, 영어프레젠테이션입문(1), Rhetoric&Debate(1)과 동일과목, 1전공자수강금지"
Prose & Paragraphs,이중(부)전공,2,A01700103,2,2,목 5 6 (3301),31,30,"원어, 대면, 영어글쓰기입문(1), Culture&Writing(1)과 동일과목, 1전공자수강금지"
Prose & Paragraphs,이중(부)전공,2,A01700104,2,2,목 7 8 (3301),31,30,"원어, 대면, 영어글쓰기입문(1), Culture&Writing(1)과 동일과목, 1전공자수강금지"
Computer-aided Translation (1),이중(부)전공,3,A01278102,2,2,월 1 2 (0117),33,30,대면
English-Korean Translation (1),이중(부)전공,3,A01253204,2,2,화 5 6 (2408),26,30,"대면, 영한번역입문(1)과 동일과목, 1전공자수강금지"
English-Korean Translation (1),이중(부)전공,3,A01253205,2,2,수 3 4 (3507),28,30,"대면, 영한번역입문(1)과 동일과목, 1전공자수강금지, 영어대교류(이중)"
Korean-English Translation (1),이중(부)전공,3,A01503203,2,2,수 5 6 (1504),21,30,"원어, 대면, 한영번역입문(1)과 동일과목, 1전공자수강금지, 영어대교류(이중)"
Language Resources and Interpreting Practice (1),이중(부)전공,3,A01513504,2,2,목 5 6 (2405),16,20,"원어, 대면, 영한순차통역(1), English-Korean Consecutive Interpreting(1)과 동일과목, 영어통번역학과생만 전필,1전공자수강금지"
Language Resources and Interpreting Practice (1),이중(부)전공,3,A01513505,2,2,목 7 8 (2405),19,20,"원어, 대면, 영한순차통역(1), English-Korean Consecutive Interpreting(1)과 동일과목, 영어통번역학과생만 전필,1전공자수강금지, 영어대교류(이중)"
Translation Theory & Practice (1),이중(부)전공,3,A01336104,2,2,목 5 6 (3501),34,30,"대면, 영어번역이론및실제(1)과 동일과목, 1전공자수강금지, 영어대교류(이중)"
Advanced English-Korean Consecutive Interpreting(1),이중(부)전공,4,A01724103,2,2,금 1 2 (2203),21,20,"대면, 영한순차통역심화(1)와 동일과목, 1전공자수강금지, 영어대교류(이중)"
Advanced English-Korean Translation (1),이중(부)전공,4,A01725104,2,2,수 3 4 (3508),33,30,"대면, 정치경제번역(1)과 동일과목, 1전공자수강금지, 영어대교류(이중)"
Korean-English Consecutive Interpreting (1),이중(부)전공,4,A01723103,2,2,목 3 4 (3302),18,20,"원어, 대면, 한영순차통역(1) 동일과목, 1전공자수강금지, 영어대교류(이중)"
Critical Writing(General 1),전공,1,A01740101,2,2,화 7 8 (2401),33,20,"전필, 대면, 18학번부터 전필. 배치고사 미응시자 수강불가. 신입생만 수강"
Critical Writing(General 1),전공,1,A01740102,2,2,월 7 8 (1607),24,26,"전필, 원어, 대면, 18학번부터 전필."
Critical Writing(General 1),전공,1,A01740103,2,2,화 1 2 (2201),21,20,"전필, 원어, 대면, 18학번부터 전필. 배치고사 미응시자 수강불가. 신입생만 수강"
Critical Writing(Honors 1),전공,1,A01741101,2,2,월 5 6 (1607),22,20,"전필, 원어, 대면, 18학번부터 전필. 배치고사 미응시자 수강불가. 신입생만 수강"
Critical Writing(Honors 1),전공,1,A01741102,2,2,금 3 4 (1206),15,20,"전필, 원어, 대면, 18학번부터 전필. 배치고사 미응시자 수강불가. 신입생만 수강"
Intensive Reading (1),전공,1,A01739101,2,2,금 3 4 (2210),35,30,대면
Intensive Reading (1),전공,1,A01739102,2,2,화 3 4 (3506),21,30,대면
Intensive Reading (1),전공,1,A01739103,2,2,화 5 6 (1404),23,30,대면
Interacting in Spoken English (1),전공,1,A01742101,2,2,수 5 6 (1409),17,20,"원어, 대면, 해외거주 2년 이상인 신입생 수강 불가"
Interacting in Spoken English (1),전공,1,A01742102,2,2,월 1 2 (2105),22,20,"원어, 대면, 해외거주 2년 이상인 신입생 수강 불가"
Interacting in Spoken English (1),전공,1,A01742103,2,2,금 1 2 (0211),15,20,"원어, 대면, 해외거주 2년 이상인 신입생 수강 불가"
Media English - Listening (1),전공,1,A01737101,2,2,수 9 10 (0117),19,30,"원어, 대면"
Media English - Listening (1),전공,1,A01737102,2,2,목 9 10 (1403),26,30,"원어, 대면"
Media English - Listening (1),전공,1,A01737103,2,2,월 3 4 (3406),26,30,대면
Media English - Reading (1),전공,1,A01738101,2,2,화 3 4 (0117),16,30,"원어, 대면"
Media English - Reading (1),전공,1,A01738102,2,2,월 5 6 (0117),18,30,"원어, 대면"
Media English - Reading (1),전공,1,A01738103,2,2,화 5 6 (0117),22,30,"원어, 대면"
고급영어문법(1),전공,1,A01127301,2,2,화 3 4 ( ),37,60,"전필, 비대면(학기 전체), 16학번부터 전필. 영어대교류(이중,부전공자는 교류 불가)"
고급영어문법(1),전공,1,A01127302,2,2,금 1 2 ( ),72,60,"전필, 비대면(학기 전체), 16학번부터 전필. 영어대교류(이중,부전공자는 교류 불가)"
고급영어문법(1),전공,1,A01127303,2,2,월 3 4 ( ),65,60,"전필, 비대면(학기 전체), 16학번부터 전필. 영어대교류(이중,부전공자는 교류 불가)"
Becoming a Great Orator (1),전공,2,A01744301,2,2,목 9 10 (2408),12,20,"원어, 대면"
Becoming a Great Orator (1),전공,2,A01744302,2,2,목 1 2 (1205),6,20,"원어, 대면"
Critical Reading and Writing (1),전공,2,A01743301,2,2,월 3 4 (1206),12,30,"원어, 대면"
Critical Reading and Writing (1),전공,2,A01743302,2,2,수 3 4 (2207),8,30,"원어, 대면"
Critical Reading and Writing (1),전공,2,A01743304,2,2,월 7 8 (1206),19,30,"원어, 대면"
미국의이해,전공,2,A01223301,2,2,월 5 6 ( ),44,60,"원어, 비대면(학기 전체), 영어대교류(부전공자는 교류 불가)."
영어데이터처리를위한프로그래밍(1),전공,2,A10201101,3,3,목 1 2 3 (1206),33,31,"대면, BLS트랙 과목, 1전공 우선수강"
영어데이터처리를위한프로그래밍(1),전공,2,A10201102,3,3,목 4 5 6 (1206),37,30,"대면, BLS트랙 과목, 1전공 우선수강"
영어학개론(1),전공,2,A01121001,3,3,금 1 2 3 ( ),59,60,"전필, 비대면(학기 전체), 16학번부터 전필. 영어대교류(이중,부전공자는 교류 불가)"
영어학개론(1),전공,2,A01121004,3,3,목 7 8 9 ( ),70,60,"전필, 비대면(학기 전체), 16학번부터 전필. 영어대교류(이중,부전공자는 교류 불가)"
영어학개론(1),전공,2,A01121005,3,3,목 1 2 3 ( ),20,60,"전필, 비대면(학기 전체), 16학번부터 전필. 영어대교류(이중,부전공자는 교류 불가)"
Debating in English (1),전공,3,A01746301,2,2,화 5 6 (2401),11,20,"원어, 대면"
Debating in English (1),전공,3,A01746302,2,2,금 7 8 (01202),7,20,"원어, 대면"
Journalism Reading and Writing (1),전공,3,A01745301,2,2,금 9 10 (1206),16,30,"원어, 대면"
Journalism Reading and Writing (1),전공,3,A01745302,2,2,목 7 8 (1206),9,30,"원어, 대면"
영.한비교언어학,전공,3,A01492201,3,3,(),71,60,"온라인, 비대면(학기 전체), 영어대교류(부전공자는 교류 불가)."
영어구문론,전공,3,A01305901,3,3,수 1 2 3 ( ),21,60,"원어, 비대면(학기 전체), 영어대교류(이중,부전공자는 교류 불가)"
영어구문론,전공,3,A01305902,3,3,화 1 2 3 ( ),21,60,"비대면(학기 전체), 영어대교류(이중,부전공자는 교류 불가)"
영어데이터분석을위한통계(1),전공,3,A10301101,3,3,금 4 5 6 (2408),37,32,"대면, BLS트랙 과목"
영어음성학,전공,3,E01208501,3,3,화 7 8 9 (1503),23,30,"대면, 영어대교류(이중,부전공자는 교류 불가). BLS트랙 과목"
영어음성학,전공,3,E01208502,3,3,목 7 8 9 (0117),36,31,"대면, 영어대교류(이중,부전공자는 교류 불가). BLS트랙 과목"
영어형태론,전공,3,A01485201,3,3,수 4 5 6 ( ),49,60,"비대면(학기 전체), 영어대교류(이중,부전공자는 교류 불가)"
Business Communication (1),전공,4,A01748201,2,2,목 7 8 (2401),7,20,"원어, 대면"
Research Writing (1),전공,4,A01747201,2,2,화 1 2 (2502),3,20,"원어, 대면"
Research Writing (1),전공,4,A01747202,2,2,수 7 8 (0117),10,20,"원어, 대면"
영어와데이터베이스,전공,4,A10404101,3,3,목 4 5 6 (1503),30,30,"대면, BLS트랙 과목."
Critical Writing(General 1),이중(부)전공,2,A01740104,2,2,화 3 4 (2201),19,20,"전필, 원어, 대면, 이중(부) 전공 전용. 18학번부터 전필"
Critical Writing(General 1),이중(부)전공,2,A01740105,2,2,금 1 2 (1206),7,20,"전필, 원어, 대면, 이중(부) 전공 전용. 18학번부터 전필"
Critical Writing(General 1),이중(부)전공,2,A01740106,2,2,월 1 2 (1206),5,20,"전필, 원어, 대면, 이중(부) 전공 전용. 18학번부터 전필"
Intensive Reading (1),이중(부)전공,2,A01739104,2,2,금 5 6 (2210),31,30,"대면, 이중(부) 전공 전용"
Intensive Reading (1),이중(부)전공,2,A01739105,2,2,수 5 6 (1204),5,30,"대면, 이중(부) 전공 전용"
Interacting in Spoken English (1),이중(부)전공,2,A01742104,2,2,화 5 6 (2403),9,20,"원어, 대면, 이중(부) 전공 전용"
Interacting in Spoken English (1),이중(부)전공,2,A01742105,2,2,목 3 4 (2203),12,20,"원어, 대면, 이중(부) 전공 전용"
Media English - Listening (1),이중(부)전공,2,A01737104,2,2,월 7 8 (3202),13,30,"대면, 이중(부) 전공 전용"
Media English - Listening (1),이중(부)전공,2,A01737105,2,2,월 5 6 (3202),10,30,"대면, 이중(부) 전공 전용"
Media English - Reading (1),이중(부)전공,2,A01738104,2,2,금 3 4 (3507),24,30,"대면, 이중(부) 전공 전용"
Media English - Reading (1),이중(부)전공,2,A01738105,2,2,수 1 2 (1306),5,30,"대면, 이중(부) 전공 전용"
고급영어문법(1),이중(부)전공,2,A01127304,2,2,목 5 6 ( ),32,60,"전필, 비대면(학기 전체), 이중(부) 전공 전용. 영어대교류(1전공,부전공자는 교류불가). 16학번부터 전필"
고급영어문법(1),이중(부)전공,2,A01127305,2,2,수 9 10 ( ),17,60,"전필, 비대면(학기 전체), 이중(부) 전공 전용. 영어대교류(1전공,부전공자는 교류불가). 16학번부터 전필"
Becoming a Great Orator (1),이중(부)전공,3,A01744303,2,2,금 7 8 (3404),5,20,"원어, 대면, 이중(부) 전공 전용"
Becoming a Great Orator (1),이중(부)전공,3,A01744304,2,2,목 3 4 (1205),3,20,"원어, 대면, 이중(부) 전공 전용"
Critical Reading and Writing (1),이중(부)전공,3,A01743303,2,2,수 1 2 (2207),3,30,"원어, 대면, 이중(부) 전공 전용"
영어학개론(1),이중(부)전공,3,A01121002,3,3,수 7 8 9 ( ),47,60,"전필, 비대면(학기 전체), 이중(부) 전공 전용. 영어대교류(1전공,부전공자는 교류불가). 16학번부터 전필"
영어학개론(1),이중(부)전공,3,A01121003,3,3,금 4 5 6 ( ),14,60,"전필, 비대면(학기 전체), 이중(부) 전공 전용. 영어대교류(1전공,부전공자는 교류불가). 16학번부터 전필"
Business Communication (1),이중(부)전공,4,A01748203,2,2,수 7 8 (1409),5,20,"원어, 대면, 이중(부) 전공 전용"
Debating in English (1),이중(부)전공,4,A01746303,2,2,목 5 6 (2404),6,20,"원어, 대면, 이중(부) 전공 전용"
Journalism Reading and Writing (1),이중(부)전공,4,A01745303,2,2,월 9 10 (1206),5,30,"원어, 대면, 이중(부) 전공 전용"
Research Writing (1),이중(부)전공,4,A01747203,2,2,월 1 2 (2404),3,20,"원어, 대면, 이중(부) 전공 전용"
영어구문론,이중(부)전공,4,A01305904,3,3,수 4 5 6 ( ),38,60,"비대면(학기 전체), 이중(부) 전공 전용. 영어대교류(1전공,부전공자는 교류불가)."
영어음성학,이중(부)전공,4,E01208503,3,3,화 1 2 3 (1503),15,30,"대면, 이중(부) 전공 전용. 영어대교류(1전공,부전공자는 교류불가). BLS트랙 과목"
영어형태론,이중(부)전공,4,A01485202,3,3,화 7 8 9 ( ),15,60,"비대면(학기 전체), 이중(부) 전공 전용. 영어대교류(1전공,부전공자는 교류불가)."
영화로보는유럽사회와문화,이중(제2),2,A22056101,2,2,월 3 4 ( ),17,50,비대면(학기 전체)
유럽디지털정책과거버넌스,이중(제2),2,A22015701,2,2,화 5 6 ( ),8,50,"원어, 비대면(학기 전체)"
유럽학입문,이중(제2),2,A22204301,2,2,수 1 2 ( ),30,60,"전필, Team Teaching, 비대면(학기 전체)"
중동부유럽이슈세미나,이중(제2),2,A22055101,2,2,수 5 6 ( ),9,50,비대면(학기 전체)
유럽속의 K-Culture,이중(제2),3,A22041101,2,2,화 1 2 ( ),6,50,비대면(학기 전체)
유럽연합의경제정책과유로존,이중(제2),3,A22022601,2,2,목 5 6 ( ),8,50,비대면(학기 전체)
중동부유럽시민권과문화정치,이중(제2),3,A22057101,2,2,화 7 8 ( ),10,60,"원어, Team Teaching, 비대면(학기 전체)"
Soft Power로서의 EU,이중(제2),4,A22019301,2,2,목 3 4 (3509),4,40,"원어, 대면"
유럽과극지정책세미나,이중(제2),4,A22044101,2,2,목 7 8 ( ),3,50,비대면(학기 전체)
한국과유럽의관계와미래,이중(제2),4,A22010301,2,2,화 3 4 ( ),4,50,"원어, 비대면(학기 전체)"
고급프랑스어글쓰기(1),전공,3,A02515101,2,2,금 3 4 (1508),15,15,대면
고급프랑스어텍스트강독(1),전공,3,A02514101,2,2,목 1 2 (3503),16,30,대면
고급프랑스어회화(1),전공,3,A02389401,2,2,수 1 2 (2210),7,30,대면
프랑스어주제발표와토론,전공,3,A02516101,2,2,금 1 2 (2405),10,15,대면
한불통번역입문,전공,3,N02454301,2,2,월 1 2 (3504),7,20,대면
프랑스문화콘텐츠번역실습,전공,4,A02517101,2,2,수 5 6 (2210),16,30,대면
프랑스정치경제번역실습,전공,4,A02518101,2,2,화 1 2 (2506),11,30,대면
한국어교육입문,전공,1,H01106201,3,3,화 7 8 9 ( ),8,45,"전필, 비대면(학기 전체), 외국인만 수강 가능"
한국어교육입문,전공,1,H01106202,3,3,목 10 11 12 ( ),8,51,"전필, 비대면(학기 전체), 외국인만 수강 가능"
한국어문법기초,전공,1,H01105201,3,3,금 1 2 3 (3306),4,40,"대면, 외국인만 수강 가능"
한국어문법기초,전공,1,H01105202,3,3,수 1 2 3 (6105),17,40,"대면, 외국인만 수강 가능"
한국어발음이해,전공,1,H01102201,3,3,수 4 5 6 (3204),15,40,"대면, 외국인만 수강 가능/중외통 교류 과목"
