name,category,year,courseid,credit,duration,schedule,current_students,total_students,note
Principles of Economics (1),전공,1,D01101F04,3,3,금 1 2 3 ( ),15,60,"전필, 비대면(학기 전체), 1전공만 수강 가능"
International Commerce Law,전공,2,D01239201,3,3,금 4 5 6 ( ),30,60,"전필, 원어, 비대면(학기 전체), 1전공만 수강 가능"
International Commerce Law,전공,2,D01239204,3,3,수 4 5 6 ( ),60,62,"전필, 원어, 비대면(학기 전체), 1전공만 수강 가능"
Macroeconomic Analysis,전공,2,D01235303,3,3,수 1 2 3 ( ),35,60,"전필, 원어, 비대면(학기 전체), 1전공만수강가능,외국인/교환 제외 추신불가"
Macroeconomic Analysis,전공,2,D01235304,3,3,수 7 8 9 ( ),40,60,"전필, 원어, 비대면(학기 전체), 1전공만수강가능,외국인/교환 제외 추신불가"
Microeconomics Analysis,전공,2,D01233303,3,3,화 1 2 3 ( ),30,60,"전필, 원어, 비대면(학기 전체), 1전공만 수강 가능"
Microeconomics Analysis,전공,2,D01233304,3,3,화 7 8 9 ( ),47,60,"전필, 원어, 비대면(학기 전체), 1전공만 수강 가능"
Econometrics and Data Analysis,전공,3,D01395101,3,3,목 1 2 3 ( ),30,60,"전필, 원어, 비대면(학기 전체), 자선 수강불가"
Econometrics and Data Analysis,전공,3,D01395102,3,3,목 7 8 9 ( ),49,60,"전필, 원어, 비대면(학기 전체), 자선 수강불가"
International Conflict and Game Theory,전공,3,D01385101,3,3,금 1 2 3 ( ),65,69,"원어, 비대면(학기 전체)"
Market Structure and Firms' Behavior,전공,3,D01393101,3,3,월 7 8 9 ( ),59,70,"원어, 비대면(학기 전체), 자선 수강불가"
Topics in Economic Regulation and Competition Law,전공,3,D01485201,3,3,수 7 8 9 ( ),46,60,"원어, 비대면(학기 전체), 자선 수강불가"
Law & Practice in International Finance,전공,4,D01389101,3,3,목 4 5 6 ( ),16,60,"원어, 비대면(학기 전체), 자선 수강불가"
Practice in International Business,전공,4,D01381101,3,3,월 4 5 6 ( ),41,60,"비대면(학기 전체), 자선 수강불가"
Theory of Financial Decision Making,전공,4,D03470201,3,3,수 4 5 6 ( ),63,75,"비대면(학기 전체), 자선 수강불가"
국제경제현안분석,전공,4,D01376201,3,3,금 7 8 9 ( ),18,60,비대면(학기 전체)
Business Law(기업법),이중(부)전공,2,D03208401,3,3,수 1 2 3 ( ),70,60,"전필, 비대면(학기 전체), 1전공, 자선 수강불가"
Business Law(기업법),이중(부)전공,2,D03208402,3,3,화 4 5 6 ( ),63,60,"전필, 비대면(학기 전체), 1전공, 자선 수강불가"
Mathematics for Economics,이중(부)전공,2,D02103402,3,3,화 4 5 6 ( ),59,60,"전필, 원어, 비대면(학기 전체), 1전공, 자선 수강불가"
Principles of Economics (1),이중(부)전공,2,D01101F01,3,3,목 4 5 6 ( ),82,75,"전필, 비대면(학기 전체), 1전공, 자선 수강불가"
Principles of Economics (1),이중(부)전공,2,D01101F02,3,3,금 7 8 9 ( ),38,60,"전필, 비대면(학기 전체), 1전공, 자선 수강불가"
International Commerce Law,이중(부)전공,3,D01239202,3,3,월 1 2 3 ( ),70,72,"전필, 원어, 비대면(학기 전체), 1전공, 자선 수강불가"
International Commerce Law,이중(부)전공,3,D01239203,3,3,월 7 8 9 ( ),69,64,"전필, 원어, 비대면(학기 전체), 1전공, 자선 수강불가"
Macroeconomic Analysis,이중(부)전공,3,D01235301,3,3,화 1 2 3 ( ),45,65,"전필, 비대면(학기 전체), 1전공, 자선 수강불가"
Macroeconomic Analysis,이중(부)전공,3,D01235302,3,3,화 7 8 9 ( ),68,65,"전필, 비대면(학기 전체), 1전공, 자선 수강불가"
Microeconomics Analysis,이중(부)전공,3,D01233301,3,3,목 1 2 3 ( ),37,60,"전필, 비대면(학기 전체), 1전공, 자선 수강불가"
Microeconomics Analysis,이중(부)전공,3,D01233302,3,3,목 7 8 9 ( ),59,60,"전필, 비대면(학기 전체), 1전공, 자선 수강불가"
English 1 (Academic Writing for International Studies),전공,1,K01101301,3,3,수 1 2 3 (1304),20,30,"전필, 원어, 대면, DIS 1st or double major only"
English 1 (Academic Writing for International Studies),전공,1,K01101302,3,3,목 1 2 3 ( ),22,35,"전필, 원어, 비대면(학기 전체), DIS 1st or double major only"
English 1 (Academic Writing for International Studies),전공,1,K01101303,3,3,목 4 5 6 (1404),38,30,"전필, 원어, 대면, DIS 1st or double major only"
English 1 (Academic Writing for International Studies),전공,1,K01101304,3,3,금 4 5 6 (1407),35,30,"전필, 원어, 대면, DIS 1st or double major only"
Global manners and ettiquettes,전공,1,K01108101,2,2,수 5 6 ( ),34,62,"원어, 비대면(학기 전체)"
Introduction to Korean Law,전공,1,K01455101,3,3,화 4 5 6 ( ),31,63,"원어, 비대면(학기 전체)"
Introduction to Political Science,전공,1,C01101501,3,3,월 4 5 6 (3204),35,41,"원어, 대면"
Principles of EconomicsⅠ,전공,1,D01101G01,3,3,금 7 8 9 ( ),4,50,"전필, 원어, 비대면(학기 전체), DIS 1st major only"
Principles of EconomicsⅠ,전공,1,D01101G02,3,3,금 1 2 3 ( ),19,50,"전필, 원어, 비대면(학기 전체), DIS double or minor only"
Principles of EconomicsⅠ,전공,1,D01101G03,3,3,월 7 8 9 ( ),87,83,"전필, 원어, 비대면(학기 전체), DIS 1st, double, minor only"
Understanding Culture,전공,1,K01106201,3,3,월 1 2 3 ( ),28,61,"전필, 원어, 비대면(학기 전체)"
Understanding Culture,전공,1,K01106202,3,3,화 7 8 9 ( ),29,60,"전필, 원어, 비대면(학기 전체)"
Understanding Culture,전공,1,K01106203,3,3,수 7 8 9 ( ),35,60,"전필, 원어, 비대면(학기 전체)"
Volunteer ServiceⅠ,전공,1,K01109201,2,2,목 11 12 ( ),39,73,"전필, 원어, 비대면(학기 전체), DIS 1st major, entry year 2021 or 2022 only"
International Political Economy,전공,2,D01473301,3,3,수 7 8 9 ( ),22,50,"원어, 비대면(학기 전체)"
International Relations Theory,전공,2,K01247201,3,3,화 1 2 3 ( ),48,64,"전필, 원어, 비대면(학기 전체)"
International Relations Theory,전공,2,K01247202,3,3,수 1 2 3 ( ),41,63,"전필, 원어, 비대면(학기 전체)"
Introduction to Development Economics,전공,2,K01434101,3,3,화 4 5 6 ( ),38,65,"원어, 비대면(학기 전체)"
Introduction to Regional Studies,전공,2,D02217101,3,3,수 10 11 12 ( ),34,63,"원어, 비대면(학기 전체)"
KoreanⅠ,전공,2,K01432301,2,2,수 5 6 (3307),1,30,"원어, 대면"
KoreanⅢ,전공,2,K01458301,2,2,금 5 6 (2407),5,31,"원어, 대면"
Microeconomic Theory,전공,2,D01233401,3,3,화 7 8 9 ( ),65,74,"원어, 비대면(학기 전체)"
Advanced Development Economics,전공,3,K01313101,3,3,목 7 8 9 ( ),10,60,"원어, 비대면(학기 전체)"
International Finance and Balance of Payments,전공,3,D02352701,3,3,목 7 8 9 ( ),9,60,"원어, 비대면(학기 전체)"
ODA and Law,전공,3,K01261101,3,3,(),51,108,"온라인, 원어, 비대면(학기 전체)"
Seminar on Regional Studies,전공,3,K01319101,3,3,수 4 5 6 ( ),8,60,"원어, 비대면(학기 전체)"
The Politics of Technology,전공,3,K01318101,3,3,화 4 5 6 ( ),16,60,"원어, 비대면(학기 전체)"
Accounting for International Business,전공,4,D02213201,3,3,금 7 8 9 ( ),17,60,"원어, 비대면(학기 전체)"
Financial Economics,전공,4,K01305201,3,3,월 1 2 3 ( ),31,60,"원어, 비대면(학기 전체)"
Globalization and Development,전공,4,K01431201,3,3,목 4 5 6 ( ),6,60,"원어, 비대면(학기 전체)"
International Studies SeminarⅠ,전공,4,K01244201,3,3,월 7 8 9 ( ),12,60,"원어, 비대면(학기 전체)"
Korean Economy and Law,전공,4,K01418201,3,3,월 4 5 6 ( ),15,60,"원어, 비대면(학기 전체)"
Trade Negotiations and Issues,전공,4,K01461101,3,3,수 1 2 3 (0329),7,30,"원어, 대면"
네덜란드어회화작문I(1),전공,1,A08129101,3,3,화 7 8 9 (3401),29,30,"전필, 원어, 대면"
네덜란드어회화작문I(1),전공,1,A08129102,3,3,금 4 5 6 (3409),18,30,"전필, 원어, 대면"
멀티미디어네덜란드어I(1),전공,1,A08382201,2,2,수 1 2 (1504),24,30,"전필, 원어, 대면"
멀티미디어네덜란드어I(1),전공,1,A08382202,2,2,금 1 2 (1507),24,30,"전필, 원어, 대면"
초급네덜란드어강독문법(1),전공,1,A08125101,3,3,월 1 2 3 ( ),44,45,"전필, 원어, 비대면(학기 전체)"
현대네덜란드사회이해(1),전공,1,A08488101,2,2,수 3 4 (0118),37,40,대면
네덜란드국제관계(1),전공,2,A08486101,2,2,목 5 6 (3507),19,30,"원어, 대면"
네덜란드문화읽기(1),전공,2,A08491101,2,2,수 9 10 (1507),20,30,"원어, 대면"
네덜란드어회화작문II(1),전공,2,A08131101,2,2,화 1 2 (3408),29,35,"전필, 원어, 대면"
멀티미디어네덜란드어II(1),전공,2,A08384201,2,2,화 3 4 (1307),11,30,"전필, 대면"
멀티미디어네덜란드어II(1),전공,2,A08384202,2,2,화 5 6 (1307),19,30,"전필, 대면"
중급네덜란드어강독문법(1),전공,2,A08219101,2,2,월 7 8 (2409),28,40,"전필, 원어, 대면"
FLEX네덜란드어,전공,3,A08393101,2,2,수 7 8 (1502),14,30,"전필, 대면"
네덜란드어학개론(1),전공,3,A08203101,2,2,수 5 6 (1502),23,35,대면
네덜란드어회화작문Ⅲ(1),전공,3,A08371201,2,2,목 1 2 (3404),6,20,"원어, 대면"
네덜란드정치(1),전공,3,A08376101,2,2,월 5 6 (0118),19,40,대면
베네룩스사(1),전공,3,A08367101,2,2,월 7 8 (0118),11,40,대면
네덜란드문화사(1),전공,4,A08361101,2,2,금 7 8 (3304),8,20,"원어, 대면"
베네룩스경제사(1),전공,4,A08417101,2,2,목 7 8 (0118),14,40,대면
시사네덜란드어(1),전공,4,A08302201,2,2,금 3 4 (0115),7,30,"원어, 대면"
유럽통합과네덜란드(1),전공,4,A08495201,2,2,목 3 4 (0118),21,40,대면
러시아문화(1),전공,1,N11211201,2,2,수 3 4 (3106),41,40,대면
러시아어말하기(1),전공,1,A04131101,2,2,화 1 2 (1303),20,20,"전필, 원어, 대면, A,B반 우선수강(외고, 러시아어권 체류 X)"
러시아어말하기(1),전공,1,A04131102,2,2,화 3 4 (1303),28,22,"전필, 원어, 대면, A,B반 우선수강(외고, 러시아어권 체류 X)"
러시아어말하기(1),전공,1,A04131103,2,2,금 5 6 (1203),15,20,"전필, 원어, 대면, A,B반, 재수강(A. B반), 이중(외고, 체류X)"
러시아어말하기(1),전공,1,A04131104,2,2,월 1 2 (1409),12,20,"전필, 원어, 대면, C반(초,재), 이중(외고, 체류O),CIS students"
러시아어문법(1),전공,1,A04123101,2,2,월 3 4 (1603),23,30,"대면, A, B반, 이중(외고, 러시아어권 체류 X)"
러시아어문법(1),전공,1,A04123102,2,2,월 5 6 (1603),33,30,"대면, A, B반, 이중(외고, 러시아어권 체류 X)"
러시아어문법(1),전공,1,A04123103,2,2,화 7 8 (1409),16,30,"대면, C반, 재수강, 이중(외고, 러시아어권 체류 O)"
러시아어언어실습(1),전공,1,A04125301,2,2,월 7 8 (1303),15,30,"대면, A, B반, 이중(외고, 러시아어권 체류 X)"
러시아어언어실습(1),전공,1,A04125302,2,2,금 3 4 (1403),34,30,"대면, A, B반, 이중(외고, 러시아어권 체류 X)"
러시아어언어실습(1),전공,1,A04125303,2,2,월 3 4 (2506),16,30,"대면, C반, 재수강, 이중(외고, 러시아어권 체류O)"
러시아어읽기(1),전공,1,A04129101,2,2,목 1 2 (2210),17,30,"대면, A, B반, 이중(외고, 러시아어권 체류 X)"
러시아어읽기(1),전공,1,A04129102,2,2,목 3 4 (2210),31,30,"대면, A, B반, 이중(외고, 러시아어권 체류 X)"
러시아어읽기(1),전공,1,A04129103,2,2,금 1 2 (1408),14,30,"대면, C반, 재수강, 이중(외고, 러시아어권 체류 O)"
러시아문학텍스트강독,전공,2,A04211101,2,2,목 5 6 (1302),37,30,대면
러시아실용문이해(원강),전공,2,A04213101,2,2,목 7 8 (1302),30,31,대면
러시아어말하기심화(1),전공,2,A04223101,2,2,월 7 8 (2204),28,21,"전필, 원어, 대면, A,B반 우선수강(특기자, 러시아어권 체류 X)"
러시아어말하기심화(1),전공,2,A04223102,2,2,화 5 6 (2201),23,20,"전필, 원어, 대면, A,B반 우선수강(특기자, 러시아어권 체류 X)"
러시아어말하기심화(1),전공,2,A04223103,2,2,수 1 2 (2201),12,20,"전필, 원어, 대면, A,B반, 재수강(A., B반), 이중(특기자, 체류X)"
러시아어말하기심화(1),전공,2,A04223104,2,2,수 1 2 (01202),12,20,"전필, 원어, 대면, C(초,재),이중(체류O),특기자,CIS students"
러시아어쓰기심화(1),전공,2,A04221101,2,2,수 5 6 (1401),44,40,"대면, A, B반, 이중(러시아어권 체류 X)"
러시아어쓰기심화(1),전공,2,A04221102,2,2,금 3 4 (3303),15,30,"대면, C반, 재수강, 이중(러시아어권 체류 O)"
텍스트로읽는러시아(1),전공,2,A04473101,3,3,화 1 2 3 (0118),29,31,"대면, A, B반, 재수강, 이중(러시아어권 체류 X)"
19세기러시아문학과사회,전공,3,A04301301,2,2,수 7 8 (3303),22,30,대면
러시아비즈니스협상론,전공,3,A04472101,2,2,금 7 8 (1203),7,30,"원어, 대면"
러시아어문장론,전공,3,A04359101,2,2,월 5 6 (2506),27,30,대면
러시아어통역연습,전공,3,A04321101,2,2,금 5 6 (1403),25,30,대면
러시아역사(1),전공,3,A07377301,2,2,수 1 2 (6226),42,41,대면
러시아작가연구,전공,3,A04453301,2,2,수 7 8 (1607),36,30,대면
FLEX러시아어세미나,전공,4,N04401301,2,2,목 7 8 (3403),25,30,대면
러시아문학사상과이론,전공,4,A04452301,2,2,목 5 6 (C303),31,40,대면
러시아어형태와의미연구,전공,4,A04355101,2,2,목 3 4 (1203),21,30,대면
러시아정치.외교,전공,4,A04457101,2,2,화 5 6 (1302),14,30,대면
러시아지역연구실습(캡스톤디자인)(1),전공,4,A04475101,2,2,화 7 8 (2204),5,30,"원어, Team Teaching, 대면, P/F(보고서 작성, 실무회화 연습)"
현대러시아사회와문화,전공,4,A04427101,2,2,수 5 6 (3106),34,40,대면
독일문학기초세미나,전공,1,A03496101,2,2,목 3 4 (6105),49,40,"Team Teaching, 대면"
독일어말하기A1,전공,1,A03498301,2,2,목 1 2 (2404),19,20,"원어, 대면"
독일어말하기A1,전공,1,A03498302,2,2,목 3 4 (2404),21,20,"원어, 대면"
독일어말하기A1,전공,1,A03498303,2,2,목 1 2 (3202),23,20,"원어, 대면"
독일어말하기A1,전공,1,A03498304,2,2,목 3 4 (3202),22,20,"원어, 대면"
독일어말하기A1,전공,1,A03498305,2,2,목 5 6 (3202),28,20,"원어, 대면"
독일어말하기A1,전공,1,A03498306,2,2,목 5 6 (3302),19,20,"원어, 대면"
독일어쓰기A1,전공,1,A03157101,2,2,금 1 2 (3304),12,20,"원어, 대면"
독일어쓰기A1,전공,1,A03157102,2,2,금 1 2 (2404),24,20,"원어, 대면"
독일어쓰기A1,전공,1,A03157103,2,2,금 3 4 (2404),24,20,"원어, 대면"
독일어쓰기A1,전공,1,A03157104,2,2,금 7 8 (2402),19,20,"원어, 대면"
독일어쓰기A1,전공,1,A03157105,2,2,금 3 4 (3304),17,20,"원어, 대면"
독일어쓰기A1,전공,1,A03157106,2,2,금 5 6 (3304),18,20,"원어, 대면"
독일어읽기A1,전공,1,A03221201,2,2,월 1 2 (2201),22,20,대면
독일어읽기A1,전공,1,A03221202,2,2,수 7 8 (2201),23,20,대면
독일어읽기A1,전공,1,A03221203,2,2,화 5 6 (1305),26,22,대면
독일어읽기A1,전공,1,A03221204,2,2,금 5 6 (2403),21,22,대면
독일어읽기A1,전공,1,A03221205,2,2,월 3 4 (C303),28,23,대면
초급독일어1,전공,1,A03101801,4,4,월 5 6 수 3 4 (0330),27,20,대면
초급독일어1,전공,1,A03101802,4,4,월 5 6 금 3 4 (1204),22,20,대면
초급독일어1,전공,1,A03101803,4,4,월 5 6 목 5 6 (1509),23,22,대면
초급독일어1,전공,1,A03101804,4,4,월 5 6 수 7 8 (3504),32,20,대면
초급독일어1,전공,1,A03101805,4,4,월 5 6 목 7 8 (1408),21,20,대면
초급독일어1,전공,1,A03101806,4,4,월 5 6 수 3 4 (2402),23,21,대면
독일어말하기B1,전공,2,A03500302,2,2,수 3 4 (1409),18,20,"원어, 대면"
독일어말하기B1,전공,2,A03500303,2,2,목 5 6 (2203),18,20,"원어, 대면"
독일어말하기B1,전공,2,A03500304,2,2,수 9 10 (3304),14,20,"원어, 대면"
독일어말하기B1,전공,2,A03500305,2,2,수 7 8 (3304),29,20,"원어, 대면"
독일어쓰기B1,전공,2,A03159101,2,2,수 1 2 (2502),21,20,"원어, 대면"
독일어쓰기B1,전공,2,A03159102,2,2,수 3 4 (2502),20,20,"원어, 대면"
독일어쓰기B1,전공,2,A03159103,2,2,금 3 4 (2402),16,20,"원어, 대면"
독일어쓰기B1,전공,2,A03159104,2,2,화 5 6 (3202),20,20,"원어, 대면"
독일어쓰기B1,전공,2,A03159105,2,2,화 3 4 (3202),11,20,"원어, 대면"
독일어읽기B1,전공,2,A03201701,3,3,화 7 8 9 (0211),4,20,대면
독일어읽기B1,전공,2,A03201702,3,3,화 7 8 9 (2404),23,20,대면
독일어읽기B1,전공,2,A03201703,3,3,화 7 8 9 (2105),22,20,대면
독일어읽기B1,전공,2,A03201704,3,3,금 7 8 9 (2405),10,20,"원어, 대면"
독일어읽기B1,전공,2,A03201705,3,3,금 1 2 3 (01202),10,20,"원어, 대면"
독일어읽기B1,전공,2,A03201706,3,3,월 1 2 3 (2403),21,20,"원어, 대면"
독일예술문화기초세미나,전공,2,A03503101,2,2,수 5 6 (6226),45,40,"Team Teaching, 대면"
어휘와구문B1,전공,2,A03223201,2,2,화 3 4 (2403),24,20,대면
어휘와구문B1,전공,2,A03223202,2,2,화 1 2 (C303),19,20,대면
어휘와구문B1,전공,2,A03223203,2,2,목 5 6 (1408),22,20,대면
어휘와구문B1,전공,2,A03223204,2,2,목 3 4 (3502),26,20,대면
어휘와구문B1,전공,2,A03223205,2,2,월 3 4 (1204),13,20,대면
독일EU정책,전공,3,A03505101,2,2,화 7 8 (1401),37,40,대면
독일문학사,전공,3,A03303401,3,3,수 4 5 6 (1304),27,30,"Team Teaching, 대면"
독일문학입문1,전공,3,A03397101,2,2,수 3 4 (1203),12,30,대면
독일미디어와언어,전공,3,A03147101,2,2,월 7 8 (C303),34,32,대면
독일어에세이1,전공,3,A03501101,2,2,화 1 2 (3302),15,20,대면
독일어학입문1,전공,3,A03124101,2,2,화 3 4 (C303),29,34,대면
독일지역사정(역사),전공,3,A03467301,2,2,수 7 8 (0118),30,30,대면
독일통일과법,전공,3,A03506101,2,2,수 1 2 (3303),25,30,대면
영화와문화,전공,3,A03502101,2,2,화 5 6 (2409),25,35,대면
독.한번역연습,전공,4,A03319401,2,2,목 7 8 (1509),4,20,대면
독일경제의이해,전공,4,N03419201,2,2,화 1 2 (3401),30,30,대면
독일명작의이해,전공,4,A03483101,2,2,목 7 8 (1203),10,20,대면
독일어와통상회의1,전공,4,A03508101,2,2,화 3 4 (3302),8,20,대면
독일지역사정(정치),전공,4,A03305101,2,2,금 5 6 (3407),15,30,대면
독일최근작가론,전공,4,A03334101,2,2,월 3 4 (1403),19,30,대면
독일현대문학,전공,4,A03465201,2,2,화 3 4 (1304),15,30,대면
시사독일어1,전공,4,A03471101,2,2,수 5 6 (C303),15,20,대면
실용독어학,전공,4,A03148101,2,2,목 5 6 (1303),13,30,대면
전공FLEX독일어1,전공,4,A03391101,2,2,월 7 8 (3301),26,30,대면
독일어듣기연구및지도법,전공,2,A03251301,2,2,화 3 4 (1310),0,30,대면
독일어발음연구및지도법1,전공,2,A03161401,1,1,월 4 (3502),9,30,대면
중급독일어강독1,전공,2,A03203201,2,2,금 5 6 (2604),16,30,대면
중급독일어작문1,전공,2,A03207101,2,2,수 5 6 (2604),15,30,"Team Teaching, 대면"
중급독일어회화1,전공,2,A03116701,4,4,월 1 2 목 3 4 (1508),14,20,대면
고급독일어회화1,전공,3,A03301701,3,3,목 7 8 9 (1405),11,20,대면
독일문학사,전공,3,A03336101,3,3,수 1 2 3 (0225),12,40,대면
독일어교과교육론,전공,3,E03303301,3,3,금 1 2 3 (1608),21,40,대면
독일어교수법,전공,3,E03417201,3,3,금 7 8 9 (2204),7,40,대면
고급독일어강독1,전공,4,A03494101,2,2,목 1 2 (2209),14,30,대면
고급독일어작문1,전공,4,E03415201,2,2,수 7 8 (2604),7,30,대면
독일어교육세미나,전공,4,E03403301,3,3,금 4 5 6 (1608),9,20,대면
독일어어휘연구및지도법,전공,4,E03361201,2,2,화 5 6 (1310),1,30,대면
독일어통번역연습,전공,4,E03369301,2,2,화 1 2 (2401),11,20,대면
국제무역이론의기초,이중(부)전공,2,B21301201,2,2,금 5 6 (2605),32,30,대면
동북아국제정세와한일관계,이중(부)전공,2,B21012501,2,2,월 7 8 (3503),21,30,대면
동북아지역사정입문1,이중(부)전공,2,B21001401,3,3,수 1 2 3 ( ),24,50,"전필, 비대면(학기 전체)"
동북아강대국정치의이해,이중(부)전공,3,B21011401,2,2,수 5 6 (2605),19,30,대면
동북아국제관계론,이중(부)전공,3,B21020401,2,2,수 7 8 (2605),20,30,대면
동북아국제무역의이해,이중(부)전공,3,B21018501,2,2,목 3 4 (3303),18,30,대면
동북아외교안보론,이중(부)전공,3,B21017301,2,2,화 3 4 (3409),26,30,대면
동북아지역시사문제연구,이중(부)전공,4,B21003501,2,2,화 7 8 (2405),11,30,대면
동북아커뮤니케이션론,이중(부)전공,4,B21013301,2,2,목 7 8 (3202),9,30,대면
한중일콘텐츠투어리즘,이중(부)전공,4,B21005101,2,2,월 3 4 (3409),18,30,대면
디지털인문학입문,이중(부)전공,2,J03001101,3,3,금 7 8 9 (1204),6,20,대면
한국사회와역사,이중(부)전공,2,J03003101,3,3,화 4 5 6 (3502),3,20,대면
인문콘텐츠와 시맨틱웹,이중(부)전공,3,J11029101,3,3,목 4 5 6 (0225),3,20,대면
"인도네시아세계역사.문화:인도네시아,동티모르,필리핀",전공,1,B03493101,3,3,월 7 8 9 (6226),42,40,"전필, 대면"
지역과지역학,전공,1,B03131101,2,2,월 3 4 (1302),34,34,"전필, 대면, 22학번 전용 강의"
초급마.인어(1),전공,1,B03109101,3,3,수 1 2 3 (1302),34,35,"전필, 대면, 22학번 전용 강의"
초급마.인어(1),전공,1,B03109102,3,3,수 7 8 9 (1302),10,35,"전필, 대면"
초급마.인어(1),전공,1,B03109103,3,3,화 4 5 6 (1508),18,35,"전필, 대면"
초급마.인어회화작문(1),전공,1,B03110401,2,2,금 1 2 (1302),34,35,"전필, 원어, 대면, 22학번 전용 강의"
초급마.인어회화작문(1),전공,1,B03110402,2,2,월 1 2 ( ),15,50,"전필, 원어, 비대면(학기 전체)"
마.인문학과사회,전공,2,B03216201,2,2,화 1 2 ( ),14,50,"원어, 비대면(학기 전체)"
마.인어원서강독(1),전공,2,B03103201,2,2,목 1 2 (3205),34,40,대면
마.인젠더와문화,전공,2,B03115101,2,2,금 3 4 (1210),2,30,"원어, 대면"
마.인지리와문화,전공,2,B03112101,2,2,금 7 8 ( ),54,55,비대면(학기 전체)
영상마.인어(1),전공,2,B03111301,2,2,월 3 4 (0329),8,40,"전필, 원어, 대면"
영상마.인어(1),전공,2,B03111302,2,2,월 5 6 (0329),24,40,"전필, 원어, 대면"
"종교와사회:말레이시아,싱가포르,브루나이",전공,2,B03494101,3,3,금 4 5 6 (C303),45,40,대면
중급마.인어회화작문(1),전공,2,B03206301,2,2,수 5 6 ( ),51,80,"전필, 원어, 비대면(학기 전체)"
FLEX마.인어,전공,3,B03383101,2,2,목 3 4 (3205),29,40,대면
마.인시사정보,전공,3,B03375101,3,3,월 7 8 9 (1301),36,36,대면
마.인어비교,전공,3,B03360101,2,2,수 1 2 (1211),10,30,"원어, 대면"
인도네시아세미나,전공,3,B03495101,3,3,수 7 8 9 (1307),12,30,대면
인도네시아현대문학,전공,3,B03367101,3,3,화 7 8 9 ( ),4,50,"원어, 비대면(학기 전체)"
마.인문학강독(1),전공,4,B03463201,2,2,목 5 6 (3205),17,30,대면
마.인민담연구,전공,4,B03117101,2,2,수 3 4 (1211),1,30,"원어, 대면"
기초몽골어언어실습(1),전공,1,B10111101,2,2,금 5 6 (2409),27,40,"전필, 대면"
몽골경제,전공,1,B10177101,2,2,수 1 2 (1409),12,40,대면
몽골민속(1),전공,1,B10115101,2,2,월 3 4 (1508),9,40,대면
몽골어텍스트강독(1),전공,1,B10129101,2,2,수 5 6 (1508),9,20,대면
몽골지역학입문,전공,1,B10176101,2,2,화 1 2 (1608),17,40,대면
초급몽골어문법(1),전공,1,B10161101,2,2,수 7 8 (1404),27,30,"전필, 대면"
초급몽골어회화(1),전공,1,B10105301,2,2,금 7 8 (2409),26,40,"전필, 대면"
한.몽교류사,전공,1,B10168101,2,2,목 5 6 (2408),20,40,"Team Teaching, 대면"
고전몽골어(1),전공,2,B10170101,2,2,월 1 2 (3409),17,40,"전필, 대면"
기초몽골어작문(1),전공,2,B10123101,2,2,월 7 8 (1204),7,40,대면
몽골어텍스트분석(1),전공,2,B10133101,2,2,화 3 4 (1408),10,40,대면
실용몽골어문법(1),전공,2,B10131101,2,2,화 7 8 (1403),15,30,"전필, 대면"
중급몽골어회화(1),전공,2,B10121301,2,2,목 1 2 (2403),17,40,"전필, 대면"
고급몽골어회화(1),전공,3,B10139101,2,2,금 1 2 (2210),22,40,"전필, 대면"
몽골구비문학,전공,3,B10157201,2,2,금 3 4 (2405),16,40,대면
몽골어통역연습(1),전공,3,B10143101,2,2,월 5 6 (1508),6,40,대면
중급몽골어번역연습(1),전공,3,B10166101,2,2,화 5 6 (1408),8,40,대면
활용몽골어작문(1),전공,3,B10141101,2,2,목 3 4 (2509),11,25,대면
몽골정치.외교,전공,4,B10155201,2,2,목 7 8 (2408),17,30,대면
문화콘텐츠와트랜드탐사,이중(제2),2,R08324102,3,3,화 10 11 12 (1401),14,40,대면
문화콘텐츠학입문,이중(제2),2,R08202102,3,3,월 4 5 6 (3306),25,40,대면
지역과문화자원개발1,이중(제2),2,R08237102,3,3,목 4 5 6 (3306),34,40,대면
공연예술의이해,이중(제2),3,R08325102,3,3,월 7 8 9 (3506),22,40,대면
문화콘텐츠기획,이중(제2),3,R08326102,3,3,수 7 8 9 (0329),26,40,대면
영상콘텐츠제작입문,이중(제2),3,R08339101,3,3,화 7 8 9 (2605),27,30,대면
의식주문화콘텐츠분석과개발,이중(제2),3,R08338101,3,3,금 7 8 9 (1405),6,40,대면
문화교육과미디어,이중(제2),4,R08407101,3,3,화 4 5 6 (3308),35,40,대면
컨벤션.전시기획과운영,이중(제2),4,R08423101,3,3,수 4 5 6 (3306),22,40,대면
미디어커뮤니케이션1,전공,1,C04531101,3,3,화 4 5 6 ( ),77,80,"전필, 비대면(학기 전체), 22학번 1전공생 전용"
미디어커뮤니케이션1,전공,1,C04531102,3,3,수 4 5 6 ( ),77,71,"전필, 비대면(학기 전체), 22학번 1전공생 수강 불가"
미디어커뮤니케이션1,전공,1,C04531103,3,3,수 7 8 9 ( ),72,66,"전필, 비대면(학기 전체), 22학번 1전공생 수강 불가"
미디어커뮤니케이션글쓰기,전공,1,C04529101,3,3,금 4 5 6 ( ),69,60,"전필, 비대면(학기 전체)"
미디어커뮤니케이션글쓰기,전공,1,C04529102,3,3,금 1 2 3 ( ),77,64,"전필, 비대면(학기 전체)"
스피치커뮤니케이션,전공,1,C03116101,3,3,월 7 8 9 ( ),15,60,비대면(학기 전체)
